0.122649 0.186231 0.879663	0.226908 0.417312 0.554624	0.517226 0.458739 -0.558099	0.487276 0.926283 -50.3585
0.959032 0.0745759 1.53725	0.42233 0.519779 -1.40417	0.49126 1.02293 4.45552	0.50589 0.934875 -2.69996
0.956054 2.12318 0.31361	0.790168 1.34669 -0.626224	0.481167 0.903467 -0.163416	0.511035 1.01139 -2.28316
0.0150986 1.22683 -0.437993	0.508087 1.23489 -0.312347	0.456963 0.693873 5.33826	0.492849 0.929524 -2.54709
0.166787 0.324718 13.1039	0.59183 0.102716 -0.971295	0.53764 1.17207 0.601481	0.518409 0.94211 -2.58903
0.216465 1.51926 0.354522	0.678058 1.52946 -0.0101663	0.465036 0.890451 1.78138	0.5031 1.09558 2.20326
0.78598 1.38467 -4.29651	0.257487 0.251921 0.459326	0.539662 0.490736 2.95933	0.483003 1.04701 -1.39459
0.0710075 0.352263 0.168128	0.966233 0.286389 0.380847	0.544068 1.17462 0.830348	0.523203 0.807389 -0.974132
0.683175 1.36593 2.71406	0.499754 1.60342 1.03297	0.613797 1.98436 -0.157991	0.44286 1.06058 1.3027
0.156781 0.131034 0.421438	0.787536 0.591355 -0.139181	0.538844 1.36124 -0.331562	0.509016 1.07049 -10.7088
0.428794 0.0210583 -0.144372	0.381624 0.382506 -14.8441	0.659983 0.777469 1.50867	0.471111 1.11106 1.42398
0.554855 0.950912 -21.6523	0.677772 0.655812 0.658107	0.490345 0.794838 -0.268987	0.464402 1.0542 -12.5583
0.812363 0.115676 -0.334472	0.431219 1.10297 -2.04109	0.543695 0.665164 1.6968	0.537713 0.909917 0.249648
0.835319 2.47131 -0.473368	0.240882 1.08893 -0.524788	0.534021 0.895179 4.55053	0.521596 0.974565 -3.36611
0.319974 0.113439 -1.75374	0.41775 1.24647 -3.90679	0.455713 1.11571 -0.553328	0.506842 0.980752 0.167919
0.467262 1.98507 -2.1768	0.544767 0.174555 -8.33882	0.318442 0.794552 0.628049	0.487743 0.712486 -2.3353
0.396267 0.274177 1.06293	0.318033 2.26157 0.0539152	0.561811 0.733525 -6.20564	0.494364 0.841874 0.224531
0.0479405 0.0111812 -0.535052	0.811347 2.1462 0.520372	0.594342 0.973166 2.84605	0.475707 0.984694 5.42062
0.286043 0.117352 -2.84962	0.553955 0.895074 -0.597968	0.496653 1.20221 -1.44366	0.53092 1.13887 -0.197363
0.207131 0.71003 -5.9642	0.458124 1.39626 -3.69504	0.589922 0.859031 1.73246	0.465844 0.957989 1.03995
0.816025 1.15019 -4.13452	0.503223 0.320192 5.7662	0.597862 1.16366 -2.01922	0.462227 0.961448 -0.11497
0.712864 1.20508 3.26824	0.75401 0.525918 -1.16974	0.427507 0.62082 2.58542	0.499023 1.0384 0.0171546
0.692926 0.0950589 0.178024	0.55896 0.615612 1.86266	0.601903 0.224407 -0.066712	0.459308 1.03263 0.206568
0.938271 0.742926 -0.675627	0.375763 0.826746 -1.62776	0.492231 0.606948 -0.547785	0.489788 0.982621 0.138861
0.937838 1.66149 0.260796	0.556235 1.83419 4.12537	0.594648 0.376008 -0.0541949	0.507462 1.02334 0.513187
0.673027 0.389307 -1.0386	0.754855 0.35158 -6.60558	0.665856 0.696347 15.3646	0.532124 1.17537 -1.26098
0.0465888 0.584268 23.2739	0.55091 2.53744 -1.16221	0.575716 0.956797 -0.101023	0.513866 0.997827 -0.340564
0.329449 0.578122 0.618423	0.487042 0.746974 0.0915453	0.506019 1.03329 -0.100971	0.448906 0.864264 0.250319
0.820004 2.08253 0.844802	0.521167 0.772851 0.5046	0.493367 1.12978 1.11494	0.519799 1.13447 -1.93451
0.751793 1.32514 -2.63557	0.875211 0.458259 1.40274	0.688683 1.40234 0.523633	0.489685 0.9548 -0.994102
0.724275 1.04802 0.893663	0.79532 1.56873 9.71068	0.56034 0.767292 -4.42381	0.504575 1.09145 -1.93425
0.642718 0.666059 5.26792	0.464294 0.41003 -2.15932	0.432284 0.857827 4.35667	0.510083 0.970092 1.5126
0.751582 0.245024 -1.80234	0.55883 0.741923 -1.03328	0.482095 0.468024 0.270352	0.524367 0.94243 -0.598226
0.0645222 0.0393951 0.691982	0.717041 0.361336 3.02591	0.566452 0.635617 -2.99077	0.459622 1.06767 -0.959339
0.403094 0.346286 -11.8883	0.264474 3.70125 1.33279	0.416746 1.12979 0.562889	0.490185 1.13732 -9.48044
0.479631 0.74835 3.35917	0.720296 0.858788 1.2403	0.664268 1.04415 -0.014648	0.583465 0.969584 -2.73352
0.799518 0.534637 -0.108484	0.705193 0.467724 -1.08434	0.427317 1.56652 -1.09337	0.525385 1.04008 3.34906
0.99513 0.598065 1.30515	0.889992 1.10032 25.3091	0.580243 0.945029 1.091	0.427073 1.04402 0.566691
0.0785518 2.14451 0.549549	0.889802 0.37613 0.321079	0.455884 1.13123 0.762814	0.444163 0.934974 0.404427
0.821586 0.0436035 -5.32101	0.383456 0.321386 0.937646	0.469516 0.977932 30.7127	0.511433 0.893775 -0.465271
0.161997 0.578413 -0.104717	0.605457 1.71611 6.57921	0.307633 1.17328 4.52682	0.528588 1.08072 0.529894
0.314158 0.482147 3.13432	0.591617 1.64957 1.0838	0.737662 0.862768 -0.913284	0.540081 0.888897 -0.588065
0.725305 0.220678 -0.554402	0.512968 2.38134 -1.15258	0.52981 1.90719 -0.893235	0.572822 0.857128 9.0992
0.883415 1.20153 0.298903	0.370493 0.113626 1.29791	0.402971 1.13771 0.0831406	0.507722 1.10105 0.530295
0.0796116 3.11947 0.605931	0.0947211 0.7652 0.160985	0.542967 0.87261 1.64183	0.509273 1.17013 1.47693
0.473112 1.45447 1.59537	0.217642 0.729849 0.194976	0.649469 1.32204 0.650424	0.453878 0.988254 1.60003
0.26121 1.16752 -0.015363	0.490619 0.463373 0.678028	0.453762 1.47503 -0.058116	0.482502 0.942986 0.116767
0.959183 1.45492 4.83632	0.479322 1.22749 2.92772	0.402449 1.19193 0.380142	0.493566 1.05003 1.23445
0.62974 0.393838 1.89731	0.382943 0.158199 4.42142	0.461842 1.17467 3.12253	0.472835 0.905229 -4.98266
0.895251 1.12848 -0.395783	0.399604 0.344524 -4.88047	0.449116 1.5365 -0.415616	0.540605 0.889819 -0.123101
0.867592 1.78392 -0.520347	0.731991 0.839931 0.490257	0.466964 0.504521 0.787459	0.472678 0.860019 -0.208171
0.252963 0.370182 0.0352179	0.842862 1.6247 -0.0589262	0.523299 0.731559 -2.42903	0.527739 0.898457 -1.19186
0.679214 1.44445 -0.612452	0.363601 0.942193 -0.250566	0.473486 1.44347 -0.194721	0.574669 1.15643 -1.08093
0.238121 4.34092 8.29802	0.722687 0.535291 -5.5277	0.430369 0.913667 -0.218235	0.521386 0.923688 4.02458
0.446365 1.2046 0.198602	0.147733 0.437135 1.32089	0.55167 0.671931 9.02286	0.48187 1.00056 -4.0537
0.688279 0.64107 -1.5894	0.377411 0.47014 0.957614	0.54954 0.768273 1.37547	0.467363 0.990304 -0.52817
0.820476 0.951052 6.92376	0.70218 2.18719 2.2903	0.41076 0.58129 1.90126	0.456304 1.05189 4.488
0.176926 1.97255 -0.244907	0.607015 1.11131 1.53889	0.546159 0.611771 1.24485	0.467598 1.03474 -1.64726
0.329604 0.663127 3.38308	0.56259 1.89659 -1.51467	0.316675 1.10933 0.748339	0.473233 0.890483 -3.63195
0.0673982 0.853633 1.09929	0.527246 0.719027 -0.141421	0.374211 1.15517 -0.326475	0.536367 0.891122 0.593985
0.960374 1.72498 5.96916	0.372329 0.438114 0.769866	0.584125 0.715918 -1.07729	0.454668 1.01801 0.640855
0.705182 0.295034 0.00715823	0.441149 1.10364 4.48577	0.454756 1.1407 -2.30741	0.478236 1.04141 -0.314322
0.789686 0.196497 -0.493737	0.593765 1.47398 -0.113937	0.513232 1.52122 -0.775108	0.4667 1.02867 0.585013
0.55148 2.93956 -0.188272	0.650038 1.08246 2.18788	0.57216 1.45325 0.106961	0.528466 1.08486 -1.54604
0.0306539 0.67418 0.743367	0.194263 0.388295 -0.855413	0.436067 0.854028 -2.36463	0.461327 1.04082 -1.09943
0.63149 0.980567 2.0617	0.537022 0.260686 -0.143974	0.417359 1.02736 -2.82282	0.480222 0.873941 -1.15799
0.637164 0.563953 0.413245	0.321003 0.488869 -13.6706	0.58804 0.937981 -0.512519	0.524548 1.11441 -2.62708
0.256615 1.34091 -4.23029	0.805661 0.968397 26.5648	0.59396 1.06351 -0.555809	0.541537 0.959802 0.202568
0.175876 0.689001 1.52854	0.691687 0.364823 0.262581	0.409639 0.519144 0.437674	0.508599 1.10769 1.27019
0.636219 2.25327 -0.642798	0.330962 2.40294 -1.62431	0.444137 0.712852 0.627607	0.498565 0.994535 0.411419
0.666819 3.51948 -1.2171	0.273684 0.457425 0.706652	0.489692 0.974248 -0.510972	0.487273 1.05059 0.503528
0.467283 2.00971 -0.322609	0.503934 0.297887 3.08876	0.490098 1.27004 0.125966	0.560264 0.921071 0.562566
0.847554 0.892121 -2.31257	0.220243 0.408187 -7.30985	0.443972 0.584876 0.638915	0.479404 0.993212 -0.268589
0.613216 0.41379 -0.293868	0.485982 1.52506 0.716359	0.453744 1.2096 -1.43542	0.543218 0.818097 -1.45529
0.0663728 0.839665 -1.23645	0.334387 0.304602 -446.69	0.531668 0.802883 -0.436103	0.496637 1.02204 2.38315
0.372145 0.334786 6.95656	0.634815 0.776592 -2.48675	0.630072 0.675913 -0.857747	0.493934 1.17906 0.640965
0.0611806 0.703574 -1.7221	0.832208 0.472166 1.24006	0.683854 0.397727 1.20902	0.487736 1.0766 1.36045
0.139462 2.49573 -0.332889	0.155945 1.57536 18.6595	0.454283 1.88039 -0.313869	0.469521 1.02938 -0.0255985
0.502315 2.17972 -0.816565	0.607656 0.57818 -0.539751	0.476711 0.579765 -0.650583	0.512773 0.99196 8.83983
0.798089 0.271033 0.835447	0.347506 0.877413 -3.13121	0.411479 1.2617 -0.940413	0.52625 1.05174 -0.562449
0.192503 0.411694 -2.03104	0.228881 1.84938 1.20794	0.539674 0.497176 -1.21632	0.546611 1.00782 0.933523
0.776208 0.172033 0.350658	0.152691 0.769144 0.888449	0.471677 0.494621 1.90736	0.51911 0.987448 -0.691636
0.527296 0.948209 -0.316526	0.626876 0.44899 267.635	0.444109 0.618943 -3.7259	0.482214 0.960612 -0.389575
0.783966 0.439926 2.2382	0.562949 0.822082 0.736406	0.359663 0.845413 3.40699	0.504042 1.05682 -4.06889
0.106845 1.64607 0.630796	0.413816 1.61792 -0.793694	0.558246 0.926514 -1.59796	0.460397 0.855443 0.990131
0.901104 2.213 1.69641	0.112691 0.921602 1.87489	0.344365 1.13301 0.294073	0.488149 0.996807 3.20486
0.516147 2.6065 4.76232	0.47141 0.0327095 0.808404	0.353149 1.31951 -0.505563	0.503726 0.96689 0.245266
0.278793 3.882 -0.23111	0.5971 0.392935 0.911882	0.398952 0.534132 -0.477185	0.501753 0.990451 1.11715
0.105086 2.05286 0.273768	0.796778 2.08888 0.240504	0.664276 1.09065 -0.601803	0.478374 1.01391 2.95249
0.200989 1.51851 1.80513	0.490248 1.02298 -0.0842821	0.571219 1.36843 4.43979	0.489783 0.961923 1.20834
0.55441 2.00863 -0.966498	0.440359 2.31091 22.5418	0.502711 0.759227 -0.98424	0.498821 0.977819 -8.32406
0.209708 1.90317 -0.50023	0.540382 0.617812 -0.410005	0.531974 1.05499 0.384706	0.448564 1.20176 -0.086405
0.575337 0.46236 -0.291313	0.510029 0.453342 0.80928	0.406404 0.445772 2.30957	0.49641 0.776994 -0.938666
0.52453 0.193142 -0.184717	0.309745 1.08298 0.0580415	0.342525 0.898745 -1.7147	0.527662 0.939088 5.58299
0.814524 1.02861 12.3631	0.37852 1.68791 1.72889	0.448704 1.27459 -0.666971	0.503816 0.9439 1.21412
0.738362 0.0347978 1.05561	0.0816702 1.34848 -11.5189	0.394039 0.948621 -1.28194	0.535049 1.08976 -0.651769
0.772696 0.571255 2.67464	0.0852445 1.89992 118.725	0.491024 1.06963 0.327257	0.463632 1.03736 0.134171
0.113915 0.509048 -0.383927	0.589901 0.847252 0.453629	0.501874 0.762059 0.534178	0.477437 0.939145 -4.88348
0.919387 0.0971545 -0.117629	0.0743534 1.65379 0.441216	0.377755 1.89623 -25.3064	0.520327 0.961985 -0.489312
0.962801 0.457563 7.7226	0.383128 1.4636 -0.184179	0.654997 0.681966 0.0966068	0.47622 1.06296 4.71285
0.691375 0.228147 1.2927	0.401102 0.28697 1.74377	0.411265 0.929388 -0.0409393	0.530955 1.00549 0.94902
0.323109 0.401089 1.20754	0.208465 0.490036 0.76498	0.57975 0.791914 -1.14677	0.523077 0.948423 1.83287
0.788797 1.04839 -1.76449	0.348963 1.01639 0.714981	0.48728 0.904222 -0.815582	0.461063 0.768206 -0.167425
0.533186 0.909968 7.93429	0.905194 0.668973 -2.98706	0.421508 0.699784 0.0988431	0.507844 0.917075 2.88706
0.393738 0.0625665 -3.46649	0.448302 0.608937 -5.28799	0.377751 1.65372 -3.79997	0.528361 0.793628 0.578553
0.710457 0.452299 0.355833	0.206255 1.41234 -5.31995	0.507573 0.888325 0.234778	0.544908 1.08349 -0.403704
0.387641 0.510881 -0.655529	0.0293409 1.43561 1.55128	0.368782 1.26927 -0.623779	0.507798 1.16515 -1.04906
0.698665 0.415293 -0.850828	0.748966 0.371112 -0.667508	0.548067 0.751214 0.226563	0.502914 1.15976 -1.21435
0.737673 5.86035 -5.5332	0.470473 1.05917 0.513017	0.431982 1.12561 2.13919	0.497783 1.15779 -0.119516
0.195767 0.189506 26.1613	0.634913 0.523208 -0.863856	0.463944 1.82603 0.8571	0.476227 0.818125 -6.00015
0.760874 1.38605 0.215573	0.448326 1.21947 -0.395874	0.352968 1.6185 0.164235	0.518392 1.01701 2.26394
0.909781 1.12438 0.702848	0.126236 0.360634 -2.58898	0.495654 0.411244 1.51684	0.465131 0.783599 0.879372
0.484289 1.07814 0.422351	0.426177 0.864403 -0.346893	0.572386 1.15516 -0.560641	0.478484 1.08643 -0.367873
0.0328508 0.0288134 -0.826775	0.533202 0.405423 1.31772	0.522786 1.02657 2.83304	0.475378 1.02239 18.2614
0.583416 0.181298 0.272477	0.437946 2.31783 -0.430087	0.311943 1.06958 0.0832997	0.519748 0.849986 -1.81226
0.143143 0.37876 1.56598	0.485339 1.90935 -0.480962	0.382299 0.637988 1.09901	0.506286 0.976133 -0.426187
0.0281933 1.74949 1.21583	0.478901 1.67262 0.153133	0.547306 0.462779 -0.0732284	0.501805 0.886759 3.2993
0.310255 1.04907 -1.0505	0.472176 0.266841 -0.341443	0.366051 0.659151 -0.0853688	0.540159 0.885446 2.9699
0.225675 0.687728 0.341107	0.48205 1.1147 0.346447	0.525508 0.887465 -11.63	0.523564 0.862981 0.167385
0.125759 0.287285 1.27525	0.114025 1.35292 -0.0317049	0.450359 0.673371 0.00576649	0.534422 0.884352 -1.96983
0.197001 0.221069 0.319733	0.358674 0.49458 0.652581	0.468431 1.9511 3.13412	0.502146 1.00606 -3.71393
0.10457 0.0821941 9.36756	0.339968 2.30561 -7.91315	0.391634 0.728988 -0.561352	0.491445 0.984576 -2.09656
0.809052 0.0327851 0.814599	0.768331 1.94588 -0.351062	0.405284 0.558808 -0.901222	0.511766 0.907686 -0.475564
0.304945 0.415679 0.60729	0.20845 1.45274 -0.283087	0.53074 0.911683 -3.55668	0.549626 1.08483 -0.364362
0.908743 2.34074 1.91187	0.950662 0.607973 -0.469705	0.372359 1.09712 0.526712	0.511067 1.12991 2.34057
0.227236 0.279862 2.67481	0.142478 0.217048 -0.0013837	0.490114 0.637879 -0.181752	0.462889 0.92201 -0.454245
0.890758 0.130792 -1.09757	0.329075 0.140118 -0.655438	0.532101 1.42335 0.194528	0.528493 1.02669 -0.762345
0.0818251 1.84774 2.26312	0.440418 1.40705 8.40498	0.414802 0.730956 -0.155484	0.514361 0.89719 -1.76278
0.117523 0.76064 2.7319	0.852787 0.344557 0.21547	0.507248 0.660614 1.66279	0.461375 0.91008 1.2224
0.588527 0.659206 3.14165	0.576638 0.775582 -0.897969	0.381869 0.498429 -0.274836	0.533581 0.840576 -1.2943
0.982441 1.46137 25.2377	0.784188 1.06047 0.0109646	0.59882 0.515785 0.533052	0.45551 0.927517 -2.2086
0.00394992 2.51938 1.36915	0.472935 0.819473 0.0487415	0.45011 1.06926 -2.13443	0.495176 0.906864 5.3802
0.0500037 0.140884 -0.503101	0.406179 0.701461 -0.972229	0.245669 1.24662 18.2633	0.468085 0.936042 0.296706
0.818996 0.179214 -1.80247	0.488466 2.84619 -0.418832	0.699152 0.747903 1.29168	0.530548 1.11627 0.0351276
0.000357946 1.2002 -2.54674	0.899263 1.05543 -42.7495	0.462467 0.945821 1.03983	0.477926 1.10641 2.10979
0.45386 0.226056 -2.58116	0.167123 1.4528 -16.4841	0.556707 1.6146 0.917987	0.482704 0.95047 1.67466
0.837682 1.16657 0.28817	0.338942 0.214275 0.984808	0.524059 1.36939 -4.02955	0.503109 1.03815 -0.898728
0.112864 2.44837 -0.594425	0.55854 0.576001 -2.46845	0.465603 0.737505 -3.46001	0.457954 1.02991 -0.694804
0.612527 0.501481 -0.367487	0.745686 0.515113 -0.0147578	0.59628 1.04422 -6.71368	0.477085 1.07929 -3.82704
0.189793 2.41802 0.913926	0.891492 0.280626 0.0568885	0.316016 1.14324 -0.495661	0.496795 1.03494 -0.115695
0.350791 0.402283 -0.0664077	0.675467 1.3036 -7.31971	0.583342 0.680269 1.01848	0.500569 1.03069 1.92412
0.869821 0.0304097 0.0495844	0.663032 1.0882 1.05439	0.468714 1.04588 0.491106	0.479894 1.04153 0.0609648
0.15569 0.182831 8.37383	0.198975 0.971756 -0.544712	0.493996 0.970122 0.27308	0.527512 1.0587 1.16696
0.863006 0.265446 1.81802	0.387571 1.86629 -0.114723	0.514983 0.960516 -0.884079	0.543678 1.20904 2.2916
0.376189 2.1384 0.832051	0.450236 0.112621 0.511721	0.434517 1.18407 -1.32734	0.499599 0.931362 -0.913551
0.0976483 0.216399 -0.590219	0.338861 2.19582 -0.148999	0.538667 1.08633 -3.0511	0.513635 1.01396 -0.00415177
0.926074 0.477529 -2.13909	0.335776 0.0936286 0.28673	0.515397 0.924425 0.784295	0.554789 1.15939 -0.0819665
0.480245 0.0714674 -5.24779	0.563827 0.857911 0.626006	0.5335 1.14392 2.48655	0.472011 1.01023 -8.76596
0.759594 0.61084 -0.35268	0.52676 0.835167 1.8956	0.497254 0.754696 -0.111783	0.461511 0.854961 0.29808
0.590755 0.175854 2.18724	0.637064 2.59738 0.5616	0.539999 1.3147 9.26756	0.520203 0.901458 -0.498776
0.00548739 0.532766 0.196489	0.489181 0.492511 5.04971	0.473896 1.07628 0.598102	0.501231 1.11587 -3.39597
0.482971 0.0915193 1.27449	0.382794 0.364276 0.27621	0.543657 0.911769 6.6217	0.524714 0.894947 -1.42605
0.226562 0.527732 -1.24664	0.459048 0.956914 -2.4656	0.558723 0.74856 0.424431	0.508197 1.03445 -0.627551
0.417731 2.47142 -0.115387	0.378869 2.13292 -0.0395555	0.450456 0.871712 -0.596975	0.47917 1.02643 -0.385759
0.889778 2.66254 0.709777	0.296195 0.175722 2.40515	0.653617 0.871563 -0.824433	0.53624 0.892162 -0.336976
0.616459 1.36428 -0.370628	0.17431 0.534767 107.179	0.644812 0.48258 -4.74954	0.523438 0.994648 0.96365
0.250179 1.72291 0.512624	0.344696 1.29849 -4.63537	0.474124 1.41376 -1.44759	0.528656 1.07254 -0.747406
0.439675 2.35149 2.32174	0.434492 0.47471 0.954413	0.344409 0.785925 -1.62663	0.514533 1.0044 -0.226067
0.780342 3.22296 -0.703204	0.520472 0.731836 -0.0441627	0.405182 1.24727 0.0863883	0.478213 0.994682 -2.06072
0.657631 0.95235 -0.50631	0.750693 0.204935 0.32973	0.488951 0.749878 -0.332336	0.452559 0.864955 -0.959617
0.458501 1.14397 0.164306	0.505398 0.721914 -0.365675	0.479585 0.990463 -3.90628	0.510502 1.04753 0.131525
0.551499 2.68701 -2.38492	0.625118 0.650043 -3.17885	0.516158 0.984622 -0.0200385	0.458539 0.984709 -1.06694
0.940162 0.568678 -2.72489	0.757579 1.11729 0.313127	0.506102 0.916996 1.1137	0.524874 0.842951 -3.84317
0.112253 0.624696 8.78947	0.617704 2.21859 -24.9186	0.45627 0.948781 -0.136265	0.519572 0.804773 -5.49061
0.0522553 0.547311 0.0701562	0.592445 0.236035 5.2384	0.512354 1.28018 0.722082	0.503343 0.934501 -0.669004
0.608313 1.25495 -0.448071	0.703991 0.590362 0.00713588	0.571413 0.68429 2.62043	0.490363 0.988423 0.0144629
0.681518 0.0349206 -6.26805	0.82935 0.190612 4.08978	0.483414 1.11202 0.0519399	0.478916 0.875256 -0.132731
0.588296 0.038281 0.174173	0.368071 0.481551 -0.721324	0.321392 0.831483 0.770902	0.488752 1.00216 -0.198144
0.882897 0.125176 -0.864972	0.851427 0.863333 -0.196936	0.732359 1.55844 3.0442	0.490897 1.13669 -1.95069
0.992183 2.90214 -0.0286376	0.603016 1.15148 0.313573	0.683226 0.830227 -1.15572	0.466475 1.01239 0.363933
0.739558 3.26486 -0.0114694	0.248028 0.372697 -16.456	0.382909 1.19368 -0.62983	0.525815 1.07803 1.23
0.267163 1.53615 9.21064	0.512342 2.71741 -0.38515	0.506084 1.34176 0.781812	0.474964 1.05947 3.64361
0.0409674 1.67116 2.64907	0.292142 0.409065 0.166189	0.413511 1.06029 -0.385393	0.498724 1.04534 -0.174431
0.321059 2.37263 -0.720294	0.236749 0.682919 -4.18123	0.551597 0.811155 1.15984	0.519609 1.0505 -0.124211
0.60955 1.41371 -0.188905	0.580176 0.998534 7.50788	0.531029 1.47812 0.785924	0.510696 1.0093 0.75098
0.948867 2.10388 0.295275	0.544802 2.46109 4.40031	0.544826 0.928144 -1.51741	0.50449 0.97532 0.499383
0.812152 0.533588 2.9844	0.896381 1.18843 0.119043	0.422279 0.592808 -4.96884	0.51445 0.896127 -0.0205054
0.637851 1.55915 -3.31367	0.636113 1.02624 -6.70001	0.32397 0.935214 7.44072	0.493173 0.941228 0.54882
0.219829 0.500117 -1.81296	0.364523 0.85443 -20.9418	0.372206 1.38163 11.2093	0.561131 0.950668 0.0474946
0.918085 2.30724 -0.060576	0.460135 3.68605 0.10379	0.395031 0.981015 10.3215	0.459763 0.900149 -0.368643
0.929187 1.03222 -1.62726	0.758007 0.726772 0.236192	0.525316 1.22888 -0.781907	0.497356 0.928435 0.260668
0.686098 0.160867 -0.598497	0.539638 0.41079 6.36111	0.626773 0.829146 0.868561	0.548012 1.00358 -2.61862
0.63001 0.0383884 0.957483	0.43714 1.23124 -0.191643	0.476166 1.41052 -0.514761	0.522738 1.12255 0.639396
0.398432 1.1787 -3.41277	0.22952 0.766104 0.873645	0.504213 0.981009 -5.32285	0.484857 1.08439 -0.170052
0.40647 1.3255 -0.0815414	0.186461 1.0376 -0.53183	0.467134 0.768085 1.18283	0.4542 0.93237 0.331321
0.628167 0.544477 0.785569	0.800512 0.419724 7.19044	0.526157 0.474492 -1.34456	0.538363 1.09789 -1.25958
0.556342 0.215494 1.27907	0.591556 1.48802 -1.09973	0.496412 0.913581 1.88587	0.504455 1.06669 -1.35643
0.8219 0.0465056 2.22091	0.412778 0.223733 29.5089	0.601837 1.20285 3.44467	0.51864 0.803492 2.27906
0.58432 3.68795 -15.1814	0.816525 1.8238 1.4023	0.533025 0.769057 -7.73122	0.478168 0.877807 1.3024
0.247607 1.86192 -19.3731	0.0731863 0.732255 1.04427	0.579029 0.827409 1.12696	0.533905 0.874096 -1.57358
0.92345 0.45935 -0.678438	0.450648 1.43375 0.485503	0.522837 1.23935 6.28883	0.47037 0.958935 4.32662
0.384655 0.245183 0.859669	0.626189 2.0966 -0.748005	0.514074 0.915707 0.855123	0.502434 0.731341 0.000700893
0.99327 1.68971 -1.48986	0.653928 0.453155 0.159199	0.461671 0.881957 -0.528855	0.477804 0.92213 -0.197487
0.660449 2.1974 -12.8603	0.723746 1.05729 0.725423	0.553472 2.01851 -12.8739	0.524764 0.895792 2.40439
0.533087 0.178215 0.757427	0.251353 0.942606 1.88169	0.50813 0.736621 -0.124223	0.534981 1.19671 0.571703
0.391554 1.1333 0.476726	0.503535 1.24528 0.0878464	0.405155 0.62155 39.8333	0.499082 0.965549 -5.74623
0.406585 1.42336 1.78763	0.748062 0.320988 -0.730694	0.496077 0.97861 1.79461	0.532807 1.18126 -0.331362
0.608462 0.868561 -142.084	0.763724 1.15633 -0.223829	0.39058 1.06419 2.00704	0.50635 0.812779 1.29012
0.75366 0.162632 0.610526	0.442472 1.04782 0.394316	0.559345 0.926206 2.32339	0.428749 1.18554 -1.27353
0.367677 2.90338 2.49106	0.580939 1.6191 -1.58344	0.529466 0.866158 -3.11125	0.510281 0.962232 1.6303
0.0808529 1.00912 -27.1916	0.319824 1.17718 -0.148249	0.460703 0.92642 -14.6654	0.503574 0.972205 -1.1201
0.194496 1.94342 0.791325	0.337527 0.165634 -0.122519	0.547737 0.756144 -1.34148	0.48091 1.23808 -0.483099
0.0156564 0.847241 5.81281	0.570057 0.625187 -26.3411	0.572755 0.770065 -2.38773	0.540841 1.1152 0.207912
0.650651 2.02171 -0.200372	0.203971 2.10365 1.44537	0.434015 1.27758 2.41444	0.509064 1.00592 -2.21041
0.258442 0.749492 0.896691	0.684294 1.25679 -4.79977	0.626875 1.2315 -0.186596	0.521352 1.03199 -0.273762
